company_name,url,revenue_class
ＫＰＰグループホールディングス株式会社,https://www.kpp-gr.com/ja/index.html,B
大王製紙株式会社,https://www.daio-paper.co.jp/company/,B
三菱ロジスネクスト株式会社,https://www.logisnext.com/,B
株式会社しまむら,https://www.shimamura.gr.jp/,B
三和ホールディングス株式会社,https://www.sanwa-hldgs.co.jp/,B
株式会社ダイフク,https://www.daifuku.com/jp/company/,B
東邦瓦斯株式会社,https://www.tohogas.co.jp/corporate-n/,B
三愛オブリ株式会社,https://www.san-ai-obbli.com/company/,B
日本特殊陶業株式会社,https://www.niterragroup.com/corporate/,B
株式会社ネクステージ,https://www.nextage.jp/about/,B
株式会社大和証券グループ本社,https://www.daiwa-grp.jp/,B
ニプロ株式会社,https://www.nipro.co.jp/,B
東武鉄道株式会社,https://www.tobu.co.jp/,B
株式会社ＳＣＲＥＥＮホールディングス,https://www.screen.co.jp/,B
日本碍子株式会社,https://www.ngk.co.jp/,B
株式会社東海理化電機製作所,https://www.tokai-rika.co.jp/company/,B
神鋼商事株式会社,https://www.shinsho.co.jp/,B
雪印メグミルク株式会社,https://www.meg-snow.com/,B
コムシスホールディングス株式会社,https://www.comsys-hd.co.jp/,B
株式会社ＳＢＩ新生銀行,https://corp.sbishinseibank.co.jp/ja/index.html,B
カナデビア株式会社,https://www.kanadevia.com/,B
株式会社アークス,https://www.arcs-g.co.jp/about/group/index.html,B
山九株式会社,https://www.sankyu.co.jp/,B
株式会社バイタルケーエスケー・ホールディングス,https://www.vitalksk.co.jp/,B
ＴＯＹＯ　ＴＩＲＥ株式会社,https://www.toyotires.co.jp/,B
関西ペイント株式会社,https://www.kansai.co.jp/,B
株式会社ダイセル,https://www.daicel.com/,B
株式会社　ジーエス・ユアサ　コーポレーション,https://www.gs-yuasa.com/jp/,B
株式会社ミライト・ワン,https://www.mirait-one.com/corporate/,B
東芝テック株式会社,https://www.toshibatec.co.jp/,B
大同特殊鋼株式会社,https://www.daido.co.jp/,B
カメイ株式会社,https://www.kamei.co.jp/,B
ＴＩＳ株式会社,https://www.tis.co.jp/,B
横河電機株式会社,https://www.yokogawa.co.jp/,B
森永乳業株式会社,https://www.morinagamilk.co.jp/,B
株式会社レスター,https://www.restargp.com/,B
株式会社三越伊勢丹ホールディングス,https://www.imhds.co.jp/corporate/index.html,B
